Posted Date,Letter Issue Date,Company Name,Warning Letter URL,Issuing Office,Subject
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",RNJ Field Inc d/b/a Thunderhead Corporation Fife,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rnj-field-inc-dba-thunderhead-corporation-fife-613964-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-25T04:00:00Z"">03/25/2021</time>
",Global Trade Bridge Corporation,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/global-trade-bridge-corporation-612898-03252021,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-03-25T17:00:00Z"">03/25/2021</time>
","<time datetime=""2021-03-25T04:00:00Z"">03/25/2021</time>
",Realistic Wireless Inc d/b/a Vintage Vapors,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/realistic-wireless-inc-dba-vintage-vapors-613812-03252021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-23T14:00:00Z"">03/23/2021</time>
","<time datetime=""2021-01-25T05:00:00Z"">01/25/2021</time>
","PYRLess Group, LLC dba Dr. Fitt",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pyrless-group-llc-dba-dr-fitt-611424-01252021,Center for Food Safety and Applied Nutrition,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-03-23T13:20:00Z"">03/23/2021</time>
","<time datetime=""2021-03-18T04:00:00Z"">03/18/2021</time>
",DEPQ Internacional S. de R.L de C.V.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/depq-internacional-s-de-rl-de-cv-608871-03182021,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-23T13:20:00Z"">03/23/2021</time>
","<time datetime=""2021-03-10T05:00:00Z"">03/10/2021</time>
",Aman Kapoor In,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aman-kapoor-612711-03102021,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-03-23T13:20:00Z"">03/23/2021</time>
","<time datetime=""2021-03-05T05:00:00Z"">03/05/2021</time>
",Panther James LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/panther-james-llc-610082-03052021,Division of Human and Animal Food Operations East VI,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
"<time datetime=""2021-03-22T15:00:00Z"">03/22/2021</time>
","<time datetime=""2021-03-18T04:00:00Z"">03/18/2021</time>
","BioLyte Laboratories, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biolyte-laboratories-llc-603584-03182021,Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2021-03-22T15:00:00Z"">03/22/2021</time>
","<time datetime=""2021-03-15T04:00:00Z"">03/15/2021</time>
","Honest Globe, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/honest-globe-inc-597177-03152021,Division of Pharmaceutical Quality Operations IV,"CGMP/Finished Pharmaceuticals/Adulterated<br />
"
"<time datetime=""2021-03-19T13:46:00Z"">03/19/2021</time>
","<time datetime=""2021-03-19T04:00:00Z"">03/19/2021</time>
","Vapor Tech Hawaii, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-tech-hawaii-inc-613723-03192021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-19T13:46:00Z"">03/19/2021</time>
","<time datetime=""2021-03-19T04:00:00Z"">03/19/2021</time>
",Vapor Outlet Inc d/b/a Union Hills Vape Shop,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-outlet-inc-dba-union-hills-vape-shop-613760-03192021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-19T13:46:00Z"">03/19/2021</time>
","<time datetime=""2021-03-19T04:00:00Z"">03/19/2021</time>
",The Vaporium,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaporium-613654-03192021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-16T17:00:00Z"">03/16/2021</time>
","<time datetime=""2021-03-16T04:00:00Z"">03/16/2021</time>
",Little Town Vaping d/b/a Swamp Vapor Lafayette,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/little-town-vaping-dba-swamp-vapor-lafayette-613545-03162021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-16T17:00:00Z"">03/16/2021</time>
","<time datetime=""2021-03-16T04:00:00Z"">03/16/2021</time>
",Little Town Vaping d/b/a Swamp Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/little-town-vaping-dba-swamp-vapor-613534-03162021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-16T17:00:00Z"">03/16/2021</time>
","<time datetime=""2021-03-16T04:00:00Z"">03/16/2021</time>
",Little Town Vaping d/b/a Swamp Vapor New Iberia,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/little-town-vaping-dba-swamp-vapor-new-iberia-613730-03162021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-16T13:20:00Z"">03/16/2021</time>
","<time datetime=""2021-03-10T05:00:00Z"">03/10/2021</time>
",Dibar Nutricional S. de R.L. de C.V.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dibar-nutricional-s-de-rl-de-cv-610444-03102021,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2021-03-16T13:20:00Z"">03/16/2021</time>
","<time datetime=""2021-03-11T05:00:00Z"">03/11/2021</time>
",Albek de Mexico S.A. de C.V.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/albek-de-mexico-sa-de-cv-609202-03112021,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-16T13:20:00Z"">03/16/2021</time>
","<time datetime=""2021-03-10T05:00:00Z"">03/10/2021</time>
","Foshan Biours Biosciences Co., Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/foshan-biours-biosciences-co-ltd-611319-03102021,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2021-03-16T04:00:00Z"">03/16/2021</time>
","<time datetime=""2021-03-11T05:00:00Z"">03/11/2021</time>
","Shenzhen Weifa Technology Co., Ltd",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shenzhen-weifa-technology-co-ltd-609828-03112021,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
"<time datetime=""2021-03-15T14:00:00Z"">03/15/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
","Ravenscroft Apothecary, Inc. DBA Ravenscroft Escentials",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ravenscroft-apothecary-inc-dba-ravenscroft-escentials-613639-03122021,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
","The Philosopher's Stone, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/philosophers-stone-llc-613737-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",The Clean Vape,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/clean-vape-613733-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Tooters Vape Shop,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tooters-vape-shop-613735-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",VapinUSA WI LLC d/b/a VapinUSA,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapinusa-wi-llc-dba-vapinusa-613740-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Revolution Vapor LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/revolution-vapor-llc-613743-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Dieselbycg-Hometown Vape Lounge,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dieselbycg-hometown-vape-lounge-613741-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
","Boardwalk Elixir, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/boardwalk-elixir-llc-613738-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Vapor Springs LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-springs-llc-613744-03122021,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Cloudchasor LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cloudchasor-llc-613129-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
","Blue Lab Vapors, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blue-lab-vapors-llc-613746-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",VAPE 911 LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-911-llc-613691-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Vapor Cigs LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-cigs-llc-613742-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-12T14:00:00Z"">03/12/2021</time>
","<time datetime=""2021-03-12T05:00:00Z"">03/12/2021</time>
",Vegas Vapor Emporium,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vegas-vapor-emporium-613745-03122021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-09T14:20:00Z"">03/09/2021</time>
","<time datetime=""2021-03-02T05:00:00Z"">03/02/2021</time>
","Evelyn Lopez-Brignoni, M.D.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/evelyn-lopez-brignoni-md-612542-03022021,Center for Drug Evaluation and Research,Clinical Investigator
"<time datetime=""2021-03-09T14:20:00Z"">03/09/2021</time>
","<time datetime=""2021-03-01T05:00:00Z"">03/01/2021</time>
",Marco Antonio Rodriguez Fierro,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/marco-antonio-rodriguez-fierro-610110-03012021,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-09T14:20:00Z"">03/09/2021</time>
","<time datetime=""2021-03-01T05:00:00Z"">03/01/2021</time>
",Gaza Proveedora De Servicios De Hospedaje Y Alimentacion,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gaza-proveedora-de-servicios-de-hospedaje-y-alimentacion-611881-03012021,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-09T14:20:00Z"">03/09/2021</time>
","<time datetime=""2021-03-01T05:00:00Z"">03/01/2021</time>
","Plasticos Las Palmas, S.A. de C.V",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/plasticos-las-palmas-sa-de-cv-609475-03012021,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-09T14:20:00Z"">03/09/2021</time>
","<time datetime=""2021-03-01T05:00:00Z"">03/01/2021</time>
",Cannafyl,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cannafyl-611957-03012021,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-08T15:00:00Z"">03/08/2021</time>
","<time datetime=""2021-03-05T05:00:00Z"">03/05/2021</time>
","CAMA Wellness Center/IodoRios Company, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cama-wellness-centeriodorios-company-llc-613185-03052021,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-03-05T18:00:00Z"">03/05/2021</time>
","<time datetime=""2021-03-04T05:00:00Z"">03/04/2021</time>
",CreativeStar Solutions,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/creativestar-solutions-613535-03042021,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-03-05T17:30:00Z"">03/05/2021</time>
","<time datetime=""2021-03-04T05:00:00Z"">03/04/2021</time>
",Workswell Group s.r.o.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/workswell-group-sro-613567-03042021,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
